:START_ID,:END_ID,:TYPE
141000,141026,CONTAINS
141027,141000,BELONGS_TO
141000,141027,CONTAINS
141028,141000,BELONGS_TO
141000,141028,CONTAINS
141029,141000,BELONGS_TO
141000,141029,CONTAINS
141030,141000,BELONGS_TO
141000,141030,CONTAINS
141031,141000,BELONGS_TO
141000,141031,CONTAINS
141032,141000,BELONGS_TO
141000,141032,CONTAINS
141033,141000,BELONGS_TO
141000,141033,CONTAINS
141034,141000,BELONGS_TO
141000,141034,CONTAINS
141081,141000,BELONGS_TO
141000,141081,CONTAINS
141082,141000,BELONGS_TO
141000,141082,CONTAINS
141100,140000,BELONGS_TO
140000,141100,CONTAINS
141102,141100,BELONGS_TO
141100,141102,CONTAINS
141121,141100,BELONGS_TO
141100,141121,CONTAINS
141122,141100,BELONGS_TO
141100,141122,CONTAINS
141123,141100,BELONGS_TO
141100,141123,CONTAINS
141124,141100,BELONGS_TO
141100,141124,CONTAINS
141125,141100,BELONGS_TO
141100,141125,CONTAINS
141126,141100,BELONGS_TO
141100,141126,CONTAINS
141127,141100,BELONGS_TO
141100,141127,CONTAINS
141128,141100,BELONGS_TO
141100,141128,CONTAINS
141129,141100,BELONGS_TO
141100,141129,CONTAINS
141130,141100,BELONGS_TO
141100,141130,CONTAINS
141181,141100,BELONGS_TO
141100,141181,CONTAINS
141182,141100,BELONGS_TO
141100,141182,CONTAINS
150000,000000,BELONGS_TO
000000,150000,CONTAINS
150100,150000,BELONGS_TO
150000,150100,CONTAINS
150102,150100,BELONGS_TO
150100,150102,CONTAINS
150103,150100,BELONGS_TO
150100,150103,CONTAINS
150104,150100,BELONGS_TO
150100,150104,CONTAINS
150105,150100,BELONGS_TO
150100,150105,CONTAINS
150121,150100,BELONGS_TO
150100,150121,CONTAINS
150122,150100,BELONGS_TO
150100,150122,CONTAINS
150123,150100,BELONGS_TO
150100,150123,CONTAINS
150124,150100,BELONGS_TO
150100,150124,CONTAINS
150125,150100,BELONGS_TO
150100,150125,CONTAINS
150200,150000,BELONGS_TO
150000,150200,CONTAINS
150202,150200,BELONGS_TO
150200,150202,CONTAINS
150203,150200,BELONGS_TO
150200,150203,CONTAINS
150204,150200,BELONGS_TO
150200,150204,CONTAINS
150205,150200,BELONGS_TO
150200,150205,CONTAINS
150206,150200,BELONGS_TO
150200,150206,CONTAINS
150207,150200,BELONGS_TO
150200,150207,CONTAINS
150221,150200,BELONGS_TO
150200,150221,CONTAINS
150222,150200,BELONGS_TO
150200,150222,CONTAINS
150223,150200,BELONGS_TO
150200,150223,CONTAINS
150300,150000,BELONGS_TO
150000,150300,CONTAINS
150302,150300,BELONGS_TO
150300,150302,CONTAINS
150303,150300,BELONGS_TO
150300,150303,CONTAINS
150304,150300,BELONGS_TO
150300,150304,CONTAINS
150400,150000,BELONGS_TO
150000,150400,CONTAINS
150402,150400,BELONGS_TO
150400,150402,CONTAINS
150403,150400,BELONGS_TO
150400,150403,CONTAINS
150404,150400,BELONGS_TO
150400,150404,CONTAINS
150421,150400,BELONGS_TO
150400,150421,CONTAINS
150422,150400,BELONGS_TO
150400,150422,CONTAINS
150423,150400,BELONGS_TO
150400,150423,CONTAINS
150424,150400,BELONGS_TO
150400,150424,CONTAINS
150425,150400,BELONGS_TO
150400,150425,CONTAINS
150426,150400,BELONGS_TO
150400,150426,CONTAINS
150428,150400,BELONGS_TO
150400,150428,CONTAINS
150429,150400,BELONGS_TO
150400,150429,CONTAINS
150430,150400,BELONGS_TO
150400,150430,CONTAINS
150500,150000,BELONGS_TO
150000,150500,CONTAINS
150502,150500,BELONGS_TO
150500,150502,CONTAINS
150521,150500,BELONGS_TO
150500,150521,CONTAINS
150522,150500,BELONGS_TO
150500,150522,CONTAINS
150523,150500,BELONGS_TO
150500,150523,CONTAINS
150524,150500,BELONGS_TO
150500,150524,CONTAINS
150525,150500,BELONGS_TO
150500,150525,CONTAINS
150526,150500,BELONGS_TO
150500,150526,CONTAINS
150581,150500,BELONGS_TO
150500,150581,CONTAINS
150600,150000,BELONGS_TO
150000,150600,CONTAINS
150602,150600,BELONGS_TO
150600,150602,CONTAINS
150603,150600,BELONGS_TO
150600,150603,CONTAINS
