START_ID,END_ID,TYPE
center_1492,532500,LOCATED_AT
center_1493,532500,LOCATED_AT
center_1494,532500,LOCATED_AT
center_1495,532500,LOCATED_AT
center_1496,532530,LOCATED_AT
center_1497,532500,LOCATED_AT
center_1498,532525,LOCATED_AT
center_1499,532500,LOCATED_AT
center_1500,532500,LOCATED_AT
center_1501,532529,LOCATED_AT
center_1502,532524,LOCATED_AT
center_1503,532600,LOCATED_AT
center_1504,532600,LOCATED_AT
center_1505,532626,LOCATED_AT
center_1506,532622,LOCATED_AT
center_1507,532625,LOCATED_AT
center_1508,532627,LOCATED_AT
center_1509,532600,LOCATED_AT
center_1510,532600,LOCATED_AT
center_1511,500113,LOCATED_AT
center_1512,532800,LOCATED_AT
center_1513,532822,LOCATED_AT
center_1514,532800,LOCATED_AT
center_1515,532900,LOCATED_AT
center_1516,532900,LOCATED_AT
center_1517,532927,LOCATED_AT
center_1518,532925,LOCATED_AT
center_1519,532924,LOCATED_AT
center_1520,532900,LOCATED_AT
center_1521,532900,LOCATED_AT
center_1522,530000,LOCATED_AT
center_1523,533123,LOCATED_AT
center_1524,530000,LOCATED_AT
center_1525,533300,LOCATED_AT
center_1526,533300,LOCATED_AT
center_1527,530000,LOCATED_AT
center_1528,360102,LOCATED_AT
center_1529,360102,LOCATED_AT
center_1530,330106,LOCATED_AT
center_1531,360111,LOCATED_AT
center_1532,360102,LOCATED_AT
center_1533,360104,LOCATED_AT
center_1534,360104,LOCATED_AT
center_1535,360111,LOCATED_AT
center_1536,360121,LOCATED_AT
center_1537,360124,LOCATED_AT
center_1538,360121,LOCATED_AT
center_1539,360202,LOCATED_AT
center_1540,360302,LOCATED_AT
center_1541,360302,LOCATED_AT
center_1542,360302,LOCATED_AT
center_1543,360302,LOCATED_AT
center_1544,360321,LOCATED_AT
center_1545,360313,LOCATED_AT
center_1546,360302,LOCATED_AT
center_1547,360403,LOCATED_AT
center_1548,360403,LOCATED_AT
center_1549,360403,LOCATED_AT
center_1550,360429,LOCATED_AT
center_1551,360430,LOCATED_AT
center_1552,360425,LOCATED_AT
center_1553,360400,LOCATED_AT
center_1554,360423,LOCATED_AT
center_1555,360428,LOCATED_AT
center_1556,360424,LOCATED_AT
center_1557,360400,LOCATED_AT
center_1558,360404,LOCATED_AT
center_1559,360402,LOCATED_AT
center_1560,360521,LOCATED_AT
center_1561,360502,LOCATED_AT
center_1562,360602,LOCATED_AT
center_1563,360603,LOCATED_AT
center_1564,360602,LOCATED_AT
center_1565,360702,LOCATED_AT
center_1566,360702,LOCATED_AT
center_1567,360702,LOCATED_AT
center_1568,360702,LOCATED_AT
center_1569,360700,LOCATED_AT
center_1570,360735,LOCATED_AT
center_1571,360702,LOCATED_AT
center_1572,360732,LOCATED_AT
center_1573,360728,LOCATED_AT
center_1574,360723,LOCATED_AT
center_1575,360726,LOCATED_AT
center_1576,360700,LOCATED_AT
center_1577,360702,LOCATED_AT
center_1578,360700,LOCATED_AT
center_1579,360703,LOCATED_AT
center_1580,360731,LOCATED_AT
center_1581,360725,LOCATED_AT
center_1582,360735,LOCATED_AT
center_1583,360732,LOCATED_AT
center_1584,360726,LOCATED_AT
center_1585,360700,LOCATED_AT
center_1586,360723,LOCATED_AT
center_1587,360730,LOCATED_AT
center_1588,360700,LOCATED_AT
center_1589,360724,LOCATED_AT
center_1590,360703,LOCATED_AT
center_1591,360704,LOCATED_AT
center_1592,360702,LOCATED_AT
center_1593,360802,LOCATED_AT
center_1594,440111,LOCATED_AT
center_1595,360702,LOCATED_AT
center_1596,360802,LOCATED_AT
center_1597,440402,LOCATED_AT
center_1598,440605,LOCATED_AT
center_1599,440111,LOCATED_AT
center_1600,442000,LOCATED_AT
center_1601,440604,LOCATED_AT
center_1602,320412,LOCATED_AT
center_1603,371502,LOCATED_AT
center_1604,330212,LOCATED_AT
center_1605,650106,LOCATED_AT
center_1606,360830,LOCATED_AT
center_1607,360828,LOCATED_AT
center_1608,360829,LOCATED_AT
center_1609,360802,LOCATED_AT
center_1610,360802,LOCATED_AT
center_1611,360802,LOCATED_AT
center_1612,360900,LOCATED_AT
center_1613,360900,LOCATED_AT
center_1614,360922,LOCATED_AT
center_1615,360926,LOCATED_AT
center_1616,360902,LOCATED_AT
center_1617,360902,LOCATED_AT
center_1618,360900,LOCATED_AT
center_1619,360900,LOCATED_AT
center_1620,360900,LOCATED_AT
center_1621,360921,LOCATED_AT
center_1622,360923,LOCATED_AT
center_1623,360900,LOCATED_AT
center_1624,360921,LOCATED_AT
center_1625,360900,LOCATED_AT
center_1626,360922,LOCATED_AT
center_1627,360926,LOCATED_AT
center_1628,360900,LOCATED_AT
center_1629,360924,LOCATED_AT
center_1630,360902,LOCATED_AT
center_1631,361002,LOCATED_AT
center_1632,361002,LOCATED_AT
center_1633,361002,LOCATED_AT
center_1634,361002,LOCATED_AT
center_1635,361002,LOCATED_AT
center_1636,361021,LOCATED_AT
center_1637,361030,LOCATED_AT
center_1638,361026,LOCATED_AT
center_1639,361024,LOCATED_AT
center_1640,361003,LOCATED_AT
center_1641,361002,LOCATED_AT
center_1642,361002,LOCATED_AT
center_1643,361002,LOCATED_AT
center_1644,350322,LOCATED_AT
center_1645,350526,LOCATED_AT
center_1646,320213,LOCATED_AT
center_1647,361127,LOCATED_AT
center_1648,361100,LOCATED_AT
center_1649,361104,LOCATED_AT
center_1650,361100,LOCATED_AT
center_1651,350602,LOCATED_AT
center_1652,361102,LOCATED_AT
center_1653,361128,LOCATED_AT
center_1654,361100,LOCATED_AT
center_1655,361127,LOCATED_AT
center_1656,361103,LOCATED_AT
center_1657,361102,LOCATED_AT
center_1658,361102,LOCATED_AT
center_1659,361102,LOCATED_AT
center_1660,500108,LOCATED_AT
center_1661,120103,LOCATED_AT
center_1662,120103,LOCATED_AT
center_1663,120106,LOCATED_AT
center_1664,120113,LOCATED_AT
center_1665,120104,LOCATED_AT
center_1666,120116,LOCATED_AT
center_1667,120116,LOCATED_AT
center_1668,120113,LOCATED_AT
center_1669,120117,LOCATED_AT
center_1670,120116,LOCATED_AT
center_1671,120119,LOCATED_AT
center_1672,120105,LOCATED_AT
center_1673,120111,LOCATED_AT
center_1674,120112,LOCATED_AT
center_1675,120106,LOCATED_AT
center_1676,120102,LOCATED_AT
center_1677,120105,LOCATED_AT
center_1678,120111,LOCATED_AT
center_1679,120111,LOCATED_AT
center_1680,120111,LOCATED_AT
center_1681,120104,LOCATED_AT
center_1682,120113,LOCATED_AT
center_1683,120102,LOCATED_AT
center_1684,120116,LOCATED_AT
center_1685,120118,LOCATED_AT
center_1686,120113,LOCATED_AT
center_1687,120116,LOCATED_AT
center_1688,120104,LOCATED_AT
center_1689,120104,LOCATED_AT
center_1690,120113,LOCATED_AT
center_1691,120117,LOCATED_AT
center_1692,120117,LOCATED_AT
center_1693,120111,LOCATED_AT
center_1694,120117,LOCATED_AT
center_1695,120116,LOCATED_AT
center_1696,120113,LOCATED_AT
center_1697,440311,LOCATED_AT
center_1698,120115,LOCATED_AT
center_1699,120104,LOCATED_AT
center_1700,120101,LOCATED_AT
center_1701,120104,LOCATED_AT
center_1702,120104,LOCATED_AT
center_1703,120112,LOCATED_AT
center_1704,120104,LOCATED_AT
center_1705,120102,LOCATED_AT
center_1706,120000,LOCATED_AT
center_1707,120103,LOCATED_AT
center_1708,120118,LOCATED_AT
center_1709,120114,LOCATED_AT
center_1710,120113,LOCATED_AT
center_1711,120116,LOCATED_AT
center_1712,120115,LOCATED_AT
center_1713,120111,LOCATED_AT
center_1714,120103,LOCATED_AT
center_1715,120101,LOCATED_AT
center_1716,120114,LOCATED_AT
center_1717,120112,LOCATED_AT
center_1718,120111,LOCATED_AT
center_1719,120104,LOCATED_AT
center_1720,120111,LOCATED_AT
center_1721,120105,LOCATED_AT
center_1722,120115,LOCATED_AT
center_1723,120106,LOCATED_AT
center_1724,120110,LOCATED_AT
center_1725,120113,LOCATED_AT
center_1726,340104,LOCATED_AT
center_1727,340103,LOCATED_AT
center_1728,340111,LOCATED_AT
center_1729,340102,LOCATED_AT
center_1730,340102,LOCATED_AT
center_1731,340111,LOCATED_AT
center_1732,340103,LOCATED_AT
center_1733,340100,LOCATED_AT
center_1734,340102,LOCATED_AT
center_1735,340104,LOCATED_AT
center_1736,340104,LOCATED_AT
center_1737,340102,LOCATED_AT
center_1738,340111,LOCATED_AT
center_1739,340122,LOCATED_AT
center_1740,340102,LOCATED_AT
center_1741,340104,LOCATED_AT
center_1742,340123,LOCATED_AT
center_1743,340100,LOCATED_AT
center_1744,340104,LOCATED_AT
center_1745,340104,LOCATED_AT
center_1746,340104,LOCATED_AT
center_1747,340104,LOCATED_AT
center_1748,340104,LOCATED_AT
center_1749,340111,LOCATED_AT
center_1750,340103,LOCATED_AT
center_1751,340104,LOCATED_AT
center_1752,340102,LOCATED_AT
center_1753,340122,LOCATED_AT
center_1754,340123,LOCATED_AT
center_1755,340102,LOCATED_AT
center_1756,340207,LOCATED_AT
center_1757,340209,LOCATED_AT
center_1758,340202,LOCATED_AT
center_1759,340209,LOCATED_AT
center_1760,340202,LOCATED_AT
center_1761,340202,LOCATED_AT
center_1762,340223,LOCATED_AT
center_1763,340202,LOCATED_AT
center_1764,340202,LOCATED_AT
center_1765,340200,LOCATED_AT
center_1766,340302,LOCATED_AT
center_1767,340322,LOCATED_AT
center_1768,340321,LOCATED_AT
center_1769,340300,LOCATED_AT
center_1770,340304,LOCATED_AT
center_1771,340304,LOCATED_AT
center_1772,340311,LOCATED_AT
center_1773,340302,LOCATED_AT
center_1774,340303,LOCATED_AT
center_1775,340323,LOCATED_AT
center_1776,340304,LOCATED_AT
center_1777,340311,LOCATED_AT
center_1778,340403,LOCATED_AT
center_1779,340422,LOCATED_AT
center_1780,340403,LOCATED_AT
center_1781,340403,LOCATED_AT
center_1782,340404,LOCATED_AT
center_1783,340421,LOCATED_AT
center_1784,340422,LOCATED_AT
center_1785,340403,LOCATED_AT
center_1786,340402,LOCATED_AT
center_1787,340503,LOCATED_AT
center_1788,340504,LOCATED_AT
center_1789,340523,LOCATED_AT
center_1790,340503,LOCATED_AT
center_1791,340603,LOCATED_AT
center_1792,340603,LOCATED_AT
center_1793,340603,LOCATED_AT
center_1794,340621,LOCATED_AT
center_1795,340621,LOCATED_AT
center_1796,340602,LOCATED_AT
center_1797,340604,LOCATED_AT
center_1798,340603,LOCATED_AT
center_1799,340705,LOCATED_AT
center_1800,340705,LOCATED_AT
center_1801,340705,LOCATED_AT
center_1802,340705,LOCATED_AT
center_1803,340705,LOCATED_AT
center_1804,340706,LOCATED_AT
center_1805,340706,LOCATED_AT
center_1806,340705,LOCATED_AT
center_1807,340800,LOCATED_AT
center_1808,340800,LOCATED_AT
center_1809,340822,LOCATED_AT
center_1810,340800,LOCATED_AT
center_1811,340800,LOCATED_AT
center_1812,340828,LOCATED_AT
center_1813,340828,LOCATED_AT
center_1814,340800,LOCATED_AT
center_1815,340822,LOCATED_AT
center_1816,340828,LOCATED_AT
center_1817,340802,LOCATED_AT
center_1818,340802,LOCATED_AT
center_1819,340802,LOCATED_AT
center_1820,341002,LOCATED_AT
center_1821,341002,LOCATED_AT
center_1822,341102,LOCATED_AT
center_1823,341102,LOCATED_AT
center_1824,341102,LOCATED_AT
center_1825,341100,LOCATED_AT
center_1826,341103,LOCATED_AT
center_1827,341102,LOCATED_AT
center_1828,341125,LOCATED_AT
center_1829,341124,LOCATED_AT
center_1830,341126,LOCATED_AT
center_1831,341122,LOCATED_AT
center_1832,341202,LOCATED_AT
center_1833,341202,LOCATED_AT
center_1834,341202,LOCATED_AT
center_1835,341202,LOCATED_AT
center_1836,341204,LOCATED_AT
center_1837,341203,LOCATED_AT
center_1838,341204,LOCATED_AT
center_1839,341204,LOCATED_AT
center_1840,341204,LOCATED_AT
center_1841,341222,LOCATED_AT
center_1842,341225,LOCATED_AT
center_1843,341200,LOCATED_AT
center_1844,341202,LOCATED_AT
center_1845,341300,LOCATED_AT
center_1846,341300,LOCATED_AT
center_1847,341321,LOCATED_AT
center_1848,341300,LOCATED_AT
center_1849,341321,LOCATED_AT
center_1850,341323,LOCATED_AT
center_1851,341324,LOCATED_AT
center_1852,341322,LOCATED_AT
center_1853,341300,LOCATED_AT
center_1854,340100,LOCATED_AT
center_1855,340100,LOCATED_AT
center_1856,340100,LOCATED_AT
center_1857,341503,LOCATED_AT
center_1858,341523,LOCATED_AT
center_1859,341502,LOCATED_AT
center_1860,341522,LOCATED_AT
center_1861,341525,LOCATED_AT
center_1862,341502,LOCATED_AT
center_1863,341602,LOCATED_AT
center_1864,341602,LOCATED_AT
center_1865,341602,LOCATED_AT
center_1866,341602,LOCATED_AT
center_1867,341602,LOCATED_AT
center_1868,341602,LOCATED_AT
center_1869,341602,LOCATED_AT
center_1870,341621,LOCATED_AT
center_1871,341623,LOCATED_AT
center_1872,341622,LOCATED_AT
center_1873,341602,LOCATED_AT
center_1874,341702,LOCATED_AT
center_1875,341702,LOCATED_AT
center_1876,341721,LOCATED_AT
center_1877,341702,LOCATED_AT
center_1878,341802,LOCATED_AT
center_1879,341800,LOCATED_AT
center_1880,341800,LOCATED_AT
center_1881,341821,LOCATED_AT
center_1882,341823,LOCATED_AT
center_1883,341802,LOCATED_AT
center_1884,410105,LOCATED_AT
center_1885,410105,LOCATED_AT
center_1886,410103,LOCATED_AT
center_1887,410105,LOCATED_AT
center_1888,410108,LOCATED_AT
center_1889,410103,LOCATED_AT
center_1890,410103,LOCATED_AT
center_1891,410103,LOCATED_AT
center_1892,410100,LOCATED_AT
center_1893,410100,LOCATED_AT
center_1894,410103,LOCATED_AT
center_1895,410108,LOCATED_AT
center_1896,410105,LOCATED_AT
center_1897,410104,LOCATED_AT
center_1898,410100,LOCATED_AT
center_1899,410100,LOCATED_AT
center_1900,410100,LOCATED_AT
center_1901,410202,LOCATED_AT
center_1902,410212,LOCATED_AT
center_1903,410200,LOCATED_AT
center_1904,410205,LOCATED_AT
center_1905,410200,LOCATED_AT
center_1906,410223,LOCATED_AT
center_1907,410212,LOCATED_AT
center_1908,410202,LOCATED_AT
center_1909,410311,LOCATED_AT
center_1910,410300,LOCATED_AT
center_1911,410305,LOCATED_AT
center_1912,410305,LOCATED_AT
center_1913,410303,LOCATED_AT
center_1914,410305,LOCATED_AT
center_1915,410303,LOCATED_AT
center_1916,410303,LOCATED_AT
center_1917,410305,LOCATED_AT
center_1918,410329,LOCATED_AT
center_1919,410300,LOCATED_AT
center_1920,410324,LOCATED_AT
center_1921,410303,LOCATED_AT
center_1922,130104,LOCATED_AT
center_1923,410400,LOCATED_AT
center_1924,410400,LOCATED_AT
center_1925,410400,LOCATED_AT
center_1926,410423,LOCATED_AT
center_1927,410411,LOCATED_AT
center_1928,410502,LOCATED_AT
center_1929,410505,LOCATED_AT
center_1930,410503,LOCATED_AT
center_1931,410702,LOCATED_AT
center_1932,410502,LOCATED_AT
center_1933,410523,LOCATED_AT
center_1934,410526,LOCATED_AT
center_1935,410505,LOCATED_AT
center_1936,410502,LOCATED_AT
center_1937,410611,LOCATED_AT
center_1938,410611,LOCATED_AT
center_1939,410700,LOCATED_AT
center_1940,410702,LOCATED_AT
center_1941,410711,LOCATED_AT
center_1942,410725,LOCATED_AT
center_1943,410726,LOCATED_AT
center_1944,410700,LOCATED_AT
center_1945,410700,LOCATED_AT
center_1946,410700,LOCATED_AT
center_1947,410902,LOCATED_AT
center_1948,410902,LOCATED_AT
center_1949,410922,LOCATED_AT
center_1950,410923,LOCATED_AT
center_1951,410902,LOCATED_AT
center_1952,410928,LOCATED_AT
center_1953,410902,LOCATED_AT
center_1954,411002,LOCATED_AT
center_1955,411002,LOCATED_AT
center_1956,411003,LOCATED_AT
center_1957,411000,LOCATED_AT
center_1958,411002,LOCATED_AT
center_1959,411002,LOCATED_AT
center_1960,411003,LOCATED_AT
center_1961,411000,LOCATED_AT
center_1962,411002,LOCATED_AT
center_1963,411104,LOCATED_AT
center_1964,411103,LOCATED_AT
center_1965,411102,LOCATED_AT
center_1966,411102,LOCATED_AT
center_1967,411122,LOCATED_AT
center_1968,411103,LOCATED_AT
center_1969,411102,LOCATED_AT
center_1970,411202,LOCATED_AT
center_1971,411202,LOCATED_AT
center_1972,411303,LOCATED_AT
center_1973,411302,LOCATED_AT
center_1974,411302,LOCATED_AT
center_1975,411200,LOCATED_AT
center_1976,411221,LOCATED_AT
center_1977,411224,LOCATED_AT
center_1978,411203,LOCATED_AT
center_1979,411202,LOCATED_AT
center_1980,411300,LOCATED_AT
center_1981,411302,LOCATED_AT
center_1982,411325,LOCATED_AT
center_1983,411324,LOCATED_AT
center_1984,411303,LOCATED_AT
center_1985,411302,LOCATED_AT
center_1986,411403,LOCATED_AT
center_1987,411403,LOCATED_AT
center_1988,411426,LOCATED_AT
center_1989,411402,LOCATED_AT
center_1990,411503,LOCATED_AT
center_1991,411502,LOCATED_AT
center_1992,411503,LOCATED_AT
center_1993,411525,LOCATED_AT
center_1994,411522,LOCATED_AT
center_1995,430626,LOCATED_AT
center_1996,411528,LOCATED_AT
center_1997,411503,LOCATED_AT
center_1998,320311,LOCATED_AT
center_1999,411502,LOCATED_AT
center_2000,411602,LOCATED_AT
center_2001,411602,LOCATED_AT
center_2002,411627,LOCATED_AT
center_2003,411600,LOCATED_AT
center_2004,411623,LOCATED_AT
center_2005,411603,LOCATED_AT
center_2006,411602,LOCATED_AT
center_2007,411702,LOCATED_AT
center_2008,411728,LOCATED_AT
center_2009,411702,LOCATED_AT
center_2010,411724,LOCATED_AT
center_2011,411702,LOCATED_AT
center_2012,411702,LOCATED_AT
center_2013,450305,LOCATED_AT
center_2014,410811,LOCATED_AT
center_2015,410802,LOCATED_AT
center_2016,410811,LOCATED_AT
center_2017,410800,LOCATED_AT
center_2018,410822,LOCATED_AT
center_2019,410825,LOCATED_AT
center_2020,410803,LOCATED_AT
center_2021,522723,LOCATED_AT
center_2022,522700,LOCATED_AT
center_2023,522726,LOCATED_AT
center_2024,522700,LOCATED_AT
center_2025,522726,LOCATED_AT
center_2026,522732,LOCATED_AT
center_2027,522728,LOCATED_AT
center_2028,522728,LOCATED_AT
center_2029,522731,LOCATED_AT
center_2030,522700,LOCATED_AT
center_2031,522725,LOCATED_AT
center_2032,522723,LOCATED_AT
center_2033,522700,LOCATED_AT
center_2034,141002,LOCATED_AT
center_2035,410103,LOCATED_AT
center_2036,522600,LOCATED_AT
center_2037,522632,LOCATED_AT
center_2038,522628,LOCATED_AT
center_2039,522627,LOCATED_AT
center_2040,522631,LOCATED_AT
center_2041,522622,LOCATED_AT
center_2042,522633,LOCATED_AT
center_2043,522600,LOCATED_AT
center_2044,522600,LOCATED_AT
center_2045,520502,LOCATED_AT
center_2046,520525,LOCATED_AT
center_2047,520500,LOCATED_AT
center_2048,520502,LOCATED_AT
center_2049,520502,LOCATED_AT
center_2050,520526,LOCATED_AT
center_2051,520525,LOCATED_AT
center_2052,520527,LOCATED_AT
center_2053,520522,LOCATED_AT
center_2054,520523,LOCATED_AT
center_2055,520521,LOCATED_AT
center_2056,520502,LOCATED_AT
center_2057,520502,LOCATED_AT
center_2058,340102,LOCATED_AT
center_2059,330302,LOCATED_AT
center_2060,321200,LOCATED_AT
center_2061,520000,LOCATED_AT
center_2062,520000,LOCATED_AT
center_2063,520000,LOCATED_AT
center_2064,522326,LOCATED_AT
center_2065,522325,LOCATED_AT
center_2066,522323,LOCATED_AT
center_2067,520000,LOCATED_AT
center_2068,520000,LOCATED_AT
center_2069,522324,LOCATED_AT
center_2070,522327,LOCATED_AT
center_2071,520402,LOCATED_AT
center_2072,520600,LOCATED_AT
center_2073,520402,LOCATED_AT
center_2074,520403,LOCATED_AT
center_2075,520402,LOCATED_AT
center_2076,520302,LOCATED_AT
center_2077,360423,LOCATED_AT
center_2078,520302,LOCATED_AT
center_2079,520302,LOCATED_AT
center_2080,520326,LOCATED_AT
center_2081,520300,LOCATED_AT
center_2082,520322,LOCATED_AT
center_2083,520330,LOCATED_AT
center_2084,441403,LOCATED_AT
center_2085,520327,LOCATED_AT
center_2086,520324,LOCATED_AT
center_2087,520300,LOCATED_AT
center_2088,520304,LOCATED_AT
center_2089,210106,LOCATED_AT
center_2090,110115,LOCATED_AT
center_2091,440106,LOCATED_AT
center_2092,520303,LOCATED_AT
center_2093,520201,LOCATED_AT
center_2094,520201,LOCATED_AT
center_2095,520201,LOCATED_AT
center_2096,520203,LOCATED_AT
center_2097,520200,LOCATED_AT
center_2098,520200,LOCATED_AT
center_2099,520201,LOCATED_AT
center_2100,520112,LOCATED_AT
center_2101,520102,LOCATED_AT
center_2102,520102,LOCATED_AT
center_2103,520100,LOCATED_AT
center_2104,440111,LOCATED_AT
center_2105,520102,LOCATED_AT
center_2106,520103,LOCATED_AT
center_2107,520112,LOCATED_AT
center_2108,520103,LOCATED_AT
center_2109,520111,LOCATED_AT
center_2110,440111,LOCATED_AT
center_2111,520102,LOCATED_AT
center_2112,520103,LOCATED_AT
center_2113,522700,LOCATED_AT
center_2114,520402,LOCATED_AT
center_2115,520201,LOCATED_AT
center_2116,520502,LOCATED_AT
center_2117,520103,LOCATED_AT
center_2118,520102,LOCATED_AT
center_2119,520112,LOCATED_AT
center_2120,522700,LOCATED_AT
center_2121,520103,LOCATED_AT
center_2122,520103,LOCATED_AT
center_2123,520123,LOCATED_AT
center_2124,520121,LOCATED_AT
center_2125,520122,LOCATED_AT
center_2126,520100,LOCATED_AT
center_2127,520112,LOCATED_AT
center_2128,520115,LOCATED_AT
center_2129,451402,LOCATED_AT
center_2130,451400,LOCATED_AT
center_2131,451422,LOCATED_AT
center_2132,451421,LOCATED_AT
center_2133,451402,LOCATED_AT
center_2134,450721,LOCATED_AT
center_2135,451321,LOCATED_AT
center_2136,451323,LOCATED_AT
center_2137,451302,LOCATED_AT
center_2138,410303,LOCATED_AT
center_2139,451202,LOCATED_AT
center_2140,451203,LOCATED_AT
center_2141,451203,LOCATED_AT
center_2142,451225,LOCATED_AT
center_2143,451228,LOCATED_AT
center_2144,451226,LOCATED_AT
center_2145,451224,LOCATED_AT
center_2146,451202,LOCATED_AT
center_2147,340303,LOCATED_AT
center_2148,451103,LOCATED_AT
center_2149,451102,LOCATED_AT
center_2150,451102,LOCATED_AT
center_2151,451123,LOCATED_AT
center_2152,451102,LOCATED_AT
center_2153,451123,LOCATED_AT
center_2154,451122,LOCATED_AT
center_2155,451121,LOCATED_AT
center_2156,451102,LOCATED_AT
center_2157,310104,LOCATED_AT
center_2158,310110,LOCATED_AT
center_2159,510105,LOCATED_AT
center_2160,330103,LOCATED_AT
center_2161,440306,LOCATED_AT
center_2162,310115,LOCATED_AT
center_2163,320104,LOCATED_AT
center_2164,110105,LOCATED_AT
center_2165,330106,LOCATED_AT
center_2166,330104,LOCATED_AT
center_2167,330108,LOCATED_AT
center_2168,110105,LOCATED_AT
center_2169,320106,LOCATED_AT
center_2170,320508,LOCATED_AT
center_2171,451002,LOCATED_AT
center_2172,451002,LOCATED_AT
center_2173,451002,LOCATED_AT
center_2174,451031,LOCATED_AT
center_2175,451024,LOCATED_AT
center_2176,451000,LOCATED_AT
center_2177,451000,LOCATED_AT
center_2178,451022,LOCATED_AT
center_2179,451027,LOCATED_AT
center_2180,451003,LOCATED_AT
center_2181,451002,LOCATED_AT
center_2182,451027,LOCATED_AT
center_2183,450900,LOCATED_AT
center_2184,430104,LOCATED_AT
center_2185,450902,LOCATED_AT
center_2186,450923,LOCATED_AT
center_2187,450924,LOCATED_AT
center_2188,450900,LOCATED_AT
center_2189,450921,LOCATED_AT
center_2190,450821,LOCATED_AT
center_2191,450802,LOCATED_AT
center_2192,450800,LOCATED_AT
center_2193,450804,LOCATED_AT
center_2194,450802,LOCATED_AT
center_2195,450803,LOCATED_AT
center_2196,450802,LOCATED_AT
center_2197,450802,LOCATED_AT
center_2198,500117,LOCATED_AT
center_2199,450702,LOCATED_AT
center_2200,450721,LOCATED_AT
center_2201,450702,LOCATED_AT
center_2202,450702,LOCATED_AT
center_2203,450702,LOCATED_AT
center_2204,450722,LOCATED_AT
center_2205,450702,LOCATED_AT
center_2206,450721,LOCATED_AT
center_2207,450703,LOCATED_AT
center_2208,510104,LOCATED_AT
center_2209,510100,LOCATED_AT
center_2210,230404,LOCATED_AT
center_2211,450602,LOCATED_AT
center_2212,450602,LOCATED_AT
center_2213,450602,LOCATED_AT
center_2214,450502,LOCATED_AT
center_2215,450502,LOCATED_AT
center_2216,120106,LOCATED_AT
center_2217,350500,LOCATED_AT
center_2218,350500,LOCATED_AT
center_2219,350503,LOCATED_AT
center_2220,350503,LOCATED_AT
center_2221,350503,LOCATED_AT
center_2222,350502,LOCATED_AT
center_2223,350502,LOCATED_AT
center_2224,140302,LOCATED_AT
center_2225,450422,LOCATED_AT
center_2226,450403,LOCATED_AT
center_2227,450406,LOCATED_AT
center_2228,450400,LOCATED_AT
center_2229,450423,LOCATED_AT
center_2230,450400,LOCATED_AT
center_2231,450400,LOCATED_AT
center_2232,450400,LOCATED_AT
center_2233,450422,LOCATED_AT
center_2234,440113,LOCATED_AT
center_2235,450403,LOCATED_AT
center_2236,411502,LOCATED_AT
center_2237,120104,LOCATED_AT
center_2238,420111,LOCATED_AT
center_2239,410105,LOCATED_AT
center_2240,310115,LOCATED_AT
center_2241,310110,LOCATED_AT
center_2242,450321,LOCATED_AT
center_2243,330604,LOCATED_AT
center_2244,330702,LOCATED_AT
center_2245,341002,LOCATED_AT
center_2246,330108,LOCATED_AT
center_2247,330102,LOCATED_AT
center_2248,450302,LOCATED_AT
center_2249,450323,LOCATED_AT
center_2250,450302,LOCATED_AT
center_2251,330200,LOCATED_AT
center_2252,450305,LOCATED_AT
center_2253,450304,LOCATED_AT
center_2254,450300,LOCATED_AT
center_2255,450330,LOCATED_AT
center_2256,450324,LOCATED_AT
center_2257,450325,LOCATED_AT
center_2258,450321,LOCATED_AT
center_2259,450312,LOCATED_AT
center_2260,110105,LOCATED_AT
center_2261,450102,LOCATED_AT
center_2262,450203,LOCATED_AT
center_2263,450203,LOCATED_AT
center_2264,450109,LOCATED_AT
center_2265,451229,LOCATED_AT
center_2266,410727,LOCATED_AT
center_2267,371322,LOCATED_AT
center_2268,510131,LOCATED_AT
center_2269,411025,LOCATED_AT
center_2270,331024,LOCATED_AT
center_2271,230523,LOCATED_AT
center_2272,450226,LOCATED_AT
center_2273,450223,LOCATED_AT
center_2274,450205,LOCATED_AT
center_2275,450222,LOCATED_AT
center_2276,450225,LOCATED_AT
center_2277,450204,LOCATED_AT
center_2278,450226,LOCATED_AT
center_2279,450225,LOCATED_AT
center_2280,450223,LOCATED_AT
center_2281,450224,LOCATED_AT
center_2282,450206,LOCATED_AT
center_2283,450103,LOCATED_AT
center_2284,450126,LOCATED_AT
center_2285,450124,LOCATED_AT
center_2286,450100,LOCATED_AT
center_2287,450110,LOCATED_AT
center_2288,450124,LOCATED_AT
center_2289,450123,LOCATED_AT
center_2290,450125,LOCATED_AT
center_2291,450127,LOCATED_AT
center_2292,450103,LOCATED_AT
center_2293,450110,LOCATED_AT
center_2294,510117,LOCATED_AT
center_2296,450109,LOCATED_AT
center_2297,450109,LOCATED_AT
center_2298,450124,LOCATED_AT
center_2299,450103,LOCATED_AT
center_2300,450123,LOCATED_AT
center_2301,450107,LOCATED_AT
center_2302,371602,LOCATED_AT
center_2303,450107,LOCATED_AT
center_2304,450107,LOCATED_AT
center_2305,450103,LOCATED_AT
center_2306,450107,LOCATED_AT
center_2307,450107,LOCATED_AT
center_2308,450126,LOCATED_AT
center_2309,450110,LOCATED_AT
center_2310,450503,LOCATED_AT
center_2311,441500,LOCATED_AT
center_2312,450502,LOCATED_AT
center_2313,451302,LOCATED_AT
center_2314,450902,LOCATED_AT
