nodeId:ID,name,level,:LABEL
131122,武邑县,District,District
131123,武强县,District,District
131124,饶阳县,District,District
131125,安平县,District,District
131126,故城县,District,District
131127,景县,District,District
131128,阜城县,District,District
131182,深州市,District,District
140000,山西省,Province,Province
140100,太原市,City,City
140105,小店区,District,District
140106,迎泽区,District,District
140107,杏花岭区,District,District
140108,尖草坪区,District,District
140109,万柏林区,District,District
140110,晋源区,District,District
140121,清徐县,District,District
140122,阳曲县,District,District
140123,娄烦县,District,District
140181,古交市,District,District
140200,大同市,City,City
140212,新荣区,District,District
140213,平城区,District,District
140214,云冈区,District,District
140215,云州区,District,District
140221,阳高县,District,District
140222,天镇县,District,District
140223,广灵县,District,District
140224,灵丘县,District,District
140225,浑源县,District,District
140226,左云县,District,District
140300,阳泉市,City,City
140302,城区,District,District
140303,矿区,District,District
140311,郊区,District,District
140321,平定县,District,District
140322,盂县,District,District
140400,长治市,City,City
140403,潞州区,District,District
140404,上党区,District,District
