:START_ID,:END_ID,:TYPE
expert_483,441300,LOCATED_AT
expert_484,360900,LOCATED_AT
expert_485,130900,LOCATED_AT
expert_486,210600,LOCATED_AT
expert_487,210600,LOCATED_AT
expert_488,210600,LOCATED_AT
expert_489,210600,LOCATED_AT
expert_490,210600,LOCATED_AT
expert_491,110101,LOCATED_AT
expert_492,110101,LOCATED_AT
expert_493,110101,LOCATED_AT
expert_494,110101,LOCATED_AT
expert_495,420100,LOCATED_AT
expert_496,440300,LOCATED_AT
expert_497,440300,LOCATED_AT
expert_498,370700,LOCATED_AT
expert_499,370500,LOCATED_AT
expert_500,370700,LOCATED_AT
expert_501,370700,LOCATED_AT
expert_502,371602,LOCATED_AT
expert_503,370500,LOCATED_AT
expert_504,370500,LOCATED_AT
expert_505,370500,LOCATED_AT
expert_506,440300,LOCATED_AT
expert_507,440300,LOCATED_AT
expert_508,370500,LOCATED_AT
expert_509,330600,LOCATED_AT
expert_510,440300,LOCATED_AT
expert_511,440300,LOCATED_AT
expert_512,440300,LOCATED_AT
expert_513,440300,LOCATED_AT
expert_514,440300,LOCATED_AT
expert_515,330600,LOCATED_AT
expert_516,330600,LOCATED_AT
expert_517,330600,LOCATED_AT
expert_518,330600,LOCATED_AT
expert_519,610500,LOCATED_AT
expert_520,610500,LOCATED_AT
expert_521,440300,LOCATED_AT
expert_522,440300,LOCATED_AT
expert_523,440300,LOCATED_AT
expert_524,440300,LOCATED_AT
expert_525,440300,LOCATED_AT
expert_526,440300,LOCATED_AT
expert_527,441900,LOCATED_AT
expert_528,441900,LOCATED_AT
expert_529,441900,LOCATED_AT
expert_530,441900,LOCATED_AT
expert_531,441900,LOCATED_AT
expert_532,441900,LOCATED_AT
expert_533,441900,LOCATED_AT
expert_534,330100,LOCATED_AT
expert_535,330100,LOCATED_AT
expert_536,330100,LOCATED_AT
expert_537,310117,LOCATED_AT
expert_538,310117,LOCATED_AT
expert_539,310117,LOCATED_AT
expert_540,310117,LOCATED_AT
expert_541,370200,LOCATED_AT
expert_542,370200,LOCATED_AT
expert_543,370200,LOCATED_AT
expert_544,370200,LOCATED_AT
expert_545,370200,LOCATED_AT
expert_546,370200,LOCATED_AT
expert_547,370200,LOCATED_AT
expert_548,370200,LOCATED_AT
expert_549,510100,LOCATED_AT
expert_550,330110,LOCATED_AT
expert_551,330600,LOCATED_AT
expert_552,330600,LOCATED_AT
expert_553,330600,LOCATED_AT
expert_554,330600,LOCATED_AT
expert_555,330600,LOCATED_AT
expert_556,330600,LOCATED_AT
expert_557,330600,LOCATED_AT
expert_558,330600,LOCATED_AT
expert_559,330600,LOCATED_AT
expert_560,330110,LOCATED_AT
expert_561,330110,LOCATED_AT
expert_562,110108,LOCATED_AT
expert_563,370114,LOCATED_AT
expert_564,110108,LOCATED_AT
expert_565,110108,LOCATED_AT
expert_566,110105,LOCATED_AT
expert_567,110105,LOCATED_AT
expert_568,110105,LOCATED_AT
expert_569,460200,LOCATED_AT
expert_570,460200,LOCATED_AT
expert_571,460200,LOCATED_AT
expert_572,110105,LOCATED_AT
expert_573,350100,LOCATED_AT
expert_574,110105,LOCATED_AT
expert_575,310106,LOCATED_AT
expert_576,310106,LOCATED_AT
expert_577,510100,LOCATED_AT
expert_578,510100,LOCATED_AT
expert_579,510100,LOCATED_AT
expert_580,510100,LOCATED_AT
expert_581,510100,LOCATED_AT
expert_582,310106,LOCATED_AT
expert_583,371300,LOCATED_AT
expert_584,310106,LOCATED_AT
expert_585,110113,LOCATED_AT
expert_586,510100,LOCATED_AT
expert_587,110113,LOCATED_AT
expert_588,110113,LOCATED_AT
expert_589,110113,LOCATED_AT
expert_590,110113,LOCATED_AT
expert_591,110113,LOCATED_AT
expert_592,110113,LOCATED_AT
expert_593,110106,LOCATED_AT
expert_594,110106,LOCATED_AT
expert_595,110105,LOCATED_AT
expert_596,310106,LOCATED_AT
expert_597,340103,LOCATED_AT
expert_598,310106,LOCATED_AT
expert_599,310104,LOCATED_AT
expert_600,310104,LOCATED_AT
expert_601,110106,LOCATED_AT
expert_602,110106,LOCATED_AT
expert_603,110106,LOCATED_AT
expert_604,310115,LOCATED_AT
expert_605,310115,LOCATED_AT
expert_606,310115,LOCATED_AT
expert_607,310115,LOCATED_AT
expert_608,110106,LOCATED_AT
expert_609,110106,LOCATED_AT
expert_610,110106,LOCATED_AT
expert_611,110105,LOCATED_AT
expert_612,110105,LOCATED_AT
expert_613,110105,LOCATED_AT
expert_614,110105,LOCATED_AT
expert_615,440300,LOCATED_AT
expert_616,110105,LOCATED_AT
expert_617,110115,LOCATED_AT
expert_618,411300,LOCATED_AT
expert_619,411300,LOCATED_AT
expert_620,411300,LOCATED_AT
expert_621,110115,LOCATED_AT
expert_622,110115,LOCATED_AT
expert_623,110112,LOCATED_AT
expert_624,110115,LOCATED_AT
expert_625,110115,LOCATED_AT
expert_626,110115,LOCATED_AT
expert_627,500103,LOCATED_AT
expert_628,500103,LOCATED_AT
expert_629,130606,LOCATED_AT
expert_630,140100,LOCATED_AT
expert_631,130606,LOCATED_AT
expert_632,130606,LOCATED_AT
expert_633,110105,LOCATED_AT
expert_634,110105,LOCATED_AT
expert_635,110105,LOCATED_AT
expert_636,110105,LOCATED_AT
expert_637,110105,LOCATED_AT
expert_638,110105,LOCATED_AT
expert_639,110106,LOCATED_AT
expert_640,500103,LOCATED_AT
expert_641,440402,LOCATED_AT
expert_642,211200,LOCATED_AT
expert_643,440402,LOCATED_AT
expert_644,510700,LOCATED_AT
expert_645,510700,LOCATED_AT
expert_646,510700,LOCATED_AT
expert_647,510700,LOCATED_AT
expert_648,510700,LOCATED_AT
expert_649,110105,LOCATED_AT
expert_650,110105,LOCATED_AT
expert_651,110105,LOCATED_AT
expert_652,110105,LOCATED_AT
expert_653,110105,LOCATED_AT
expert_654,110105,LOCATED_AT
expert_655,110105,LOCATED_AT
expert_656,110105,LOCATED_AT
expert_657,440402,LOCATED_AT
expert_658,110108,LOCATED_AT
expert_659,110108,LOCATED_AT
expert_660,440402,LOCATED_AT
expert_661,110108,LOCATED_AT
expert_662,441300,LOCATED_AT
expert_663,110108,LOCATED_AT
expert_664,110108,LOCATED_AT
expert_665,110108,LOCATED_AT
expert_666,110108,LOCATED_AT
expert_667,440300,LOCATED_AT
expert_668,440300,LOCATED_AT
expert_669,440300,LOCATED_AT
expert_670,440300,LOCATED_AT
expert_671,440300,LOCATED_AT
expert_672,440300,LOCATED_AT
expert_673,440300,LOCATED_AT
expert_674,110114,LOCATED_AT
expert_675,110114,LOCATED_AT
expert_676,120116,LOCATED_AT
expert_677,120116,LOCATED_AT
expert_678,120116,LOCATED_AT
expert_679,340100,LOCATED_AT
expert_680,340100,LOCATED_AT
expert_681,340100,LOCATED_AT
expert_682,120116,LOCATED_AT
expert_683,120116,LOCATED_AT
expert_684,440200,LOCATED_AT
expert_685,440200,LOCATED_AT
expert_686,440300,LOCATED_AT
expert_687,440300,LOCATED_AT
expert_688,440300,LOCATED_AT
expert_689,440300,LOCATED_AT
expert_690,440300,LOCATED_AT
expert_691,440300,LOCATED_AT
expert_692,440300,LOCATED_AT
expert_693,440300,LOCATED_AT
expert_694,330100,LOCATED_AT
expert_695,330100,LOCATED_AT
expert_696,330100,LOCATED_AT
expert_697,330100,LOCATED_AT
expert_698,330100,LOCATED_AT
expert_699,500112,LOCATED_AT
expert_700,500112,LOCATED_AT
expert_701,500112,LOCATED_AT
expert_702,500112,LOCATED_AT
expert_703,410100,LOCATED_AT
expert_704,410100,LOCATED_AT
